ID,Department Name,Parent Department/External ID
empins_payminfosyst-b,EmpIns Paym&InfoSyst-B,empins_payminfosyst-a
inv__control_detec-a,Inv & Control Detec-A,ei_and_pensions_benefit_solutions
eiclaimmaintrep_sys-d,EiClaimMaint&Rep Sys-D,inv__control_detec-a
inv__control_detec-b,Inv & Control Detec-B,inv__control_detec-a
inv__control_detec-d,Inv & Control Detec-D,inv__control_detec-a
eiclaimmaintrep_sys-a,EiClaimMaint&Rep Sys-A,ei_and_pensions_benefit_solutions
corporate_emerging_solutions,CORPORATE EMERGING SOLUTIONS,business_solutions_innovation
csosd-c,CSOSD-C,business_solutions_innovation
employment_correspondence_contribution_and_case_management_solutions,"Employment, Correspondence, Contribution and Case Management Solutions",business_solutions_innovation
contributions_systems,Contributions Systems,employment_correspondence_contribution_and_case_management_solutions
csls_dev__prod_sup-a,CSLS Dev & Prod Sup-A,contributions_systems
cesg_-_development-c,CESG - Development-C,csls_dev__prod_sup-a
csls_dev__prod_sup-c,CSLS Dev & Prod Sup-C,csls_dev__prod_sup-a
gc_client_module-a,G&C Client Module-A,contributions_systems
gc_client_module-c,G&C Client Module-C,gc_client_module-a
gc_new_initiatives-b,G&C New Initiatives-B,gc_client_module-a
gc_project_life_cyc-a,G&C Project Life Cyc-A,contributions_systems
gc_client_module-b,G&C Client Module-B,gc_project_life_cyc-a
skills_employment_and_partner_solutions,"Skills, Employment and Partner Solutions",employment_correspondence_contribution_and_case_management_solutions
part_data_exchange-a,Part Data Exchange-A,skills_employment_and_partner_solutions
part_data_exchange-b,Part Data Exchange-B,part_data_exchange-a
part_data_exchange-c,Part Data Exchange-C,part_data_exchange-a
resource_centre-c,Resource Centre-C,skills_employment_and_partner_solutions
temp_foreign_wrk_lab_mkt_info,Temp Foreign Wrk Lab Mkt Info,resource_centre-c
tfw__labour_market_info_syst,TFW & Labour Market Info Syst,resource_centre-c
temporary_foreign_worker__lab,TEMPORARY FOREIGN WORKER & LAB,resource_centre-c
skills__employment-a,Skills & Employment-A,skills_employment_and_partner_solutions
csls_dev__prod_sup-b,CSLS Dev & Prod Sup-B,skills__employment-a
appli_web-d,Appli Web-D,skills__employment-a
temporary_foreign_workers_sys,Temporary Foreign Workers Sys,skills_employment_and_partner_solutions
case_management,Case Management,employment_correspondence_contribution_and_case_management_solutions
appeals_systems-a,Appeals Systems-A,case_management
appeals_systems-c,Appeals Systems-C,appeals_systems-a
cga__ei_support_sol-a,Cga & Ei Support Sol-A,case_management
cga__ei_support_sol-b,Cga & Ei Support Sol-B,cga__ei_support_sol-a
cots_sup__case_man,Cots Sup & Case Man,case_management
integrity_case_man-a,Integrity Case Man.-A,case_management
integrity_case_man-b,Integrity Case Man.-B,integrity_case_man-a
cga__ei_support_solutions-a,CGA & EI Support Solutions-A,integrity_case_man-a
tribunalpension_sup-a,Tribunal&Pension Sup-A,case_management
elect_cor_atip_sys-c,Elect Cor. &Atip Sys-C,tribunalpension_sup-a
ei_processing_automation,EI Processing Automation,employment_correspondence_contribution_and_case_management_solutions
auto_corresp_sol-a,Auto Corresp Sol-A,ei_processing_automation
auto_corresp_sol-b,Auto Corresp Sol-B,auto_corresp_sol-a
elect_cor_atip_sys-b,Elect Cor. &Atip Sys-B,auto_corresp_sol-a
imit_evergreening_prog_office,IM/IT Evergreening Prog Office,business_solutions_innovation
td-pen_stab__remed,TD-Pen. Stab. & Remed.,business_solutions_innovation
business_solutions,Business Solutions,business_solutions_innovation
td-bcp_and_it_dr,TD-BCP and IT DR,business_solutions_innovation
business_operations_and_solutions_services,Business Operations and Solutions Services,innovation_information__technology_branch
business_solution_management,Business Solution Management,business_operations_and_solutions_services
business_solutions_-_contact_centres_projects_and_operations,Business Solutions - Contact Centres Projects and Operations,business_solution_management
enterprise_project_-_a,Enterprise Project - A,business_solutions_-_contact_centres_projects_and_operations
sin_-_sir__vital_events-b,SIN - SIR / Vital Events-B,enterprise_project_-_a
erp_solutions,ERP Solutions,business_operations_and_solutions_services
peoplesoft_technical,PeopleSoft Technical,erp_solutions
peoplesoft_development,PeopleSoft Development,peoplesoft_technical
project_management_resource_centre,Project Management Resource Centre,business_operations_and_solutions_services
enterprise_solution-4,Enterprise Solution-4,project_management_resource_centre
database_development_svcs-d,Database Development Svcs-D,enterprise_solution-4
enterprise_solution-3,Enterprise Solution-3,enterprise_solution-4
pdo_enterprise_solution_-_a,PDO Enterprise Solution - A,project_management_resource_centre
pdo__enterprise_solution-a2,PDO  Enterprise Solution-A2,pdo_enterprise_solution_-_a
transformation_-_2,Transformation - 2,project_management_resource_centre
pdo_enterprise_solution-b1,PDO Enterprise Solution-B1,business_operations_and_solutions_services
chief_information_officer's_office,Chief Information Officer's Office,innovation_information__technology_branch
strategy_architecture_and_business_relations,"Strategy, Architecture and Business Relations",innovation_information__technology_branch
branch_project_management_office,Branch Project Management Office,strategy_architecture_and_business_relations
br-project_management_office,BR-Project Management Office,branch_project_management_office
demandportfol_mgtbus_arch,Demand/Portfol Mgt/Bus Arch,br-project_management_office
project_support_office,Project Support Office,branch_project_management_office
centre_of_excellence,Centre of Excellence,branch_project_management_office
center_of_excellence,Center of Excellence,centre_of_excellence
enabling_services_and_programs,Enabling Services and Programs,strategy_architecture_and_business_relations
esdc_policy_program,ESDC Policy Program,enabling_services_and_programs
sc_channels_integ_dev_prog,SC Channels Integ Dev Prog,enabling_services_and_programs
sc_income_support_programs,SC Income Support Programs,enabling_services_and_programs
svc_mgmt_regstrat_prtn_mgmt,Svc Mgmt Reg/Strat Prtn Mgmt,enabling_services_and_programs
enterprise_operations,Enterprise Operations,strategy_architecture_and_business_relations
cloud_centre_of_expertise,Cloud Centre of Expertise,enterprise_operations
cloud_services,Cloud Services,cloud_centre_of_expertise
cloud_-_client_relationships,Cloud - Client Relationships,cloud_centre_of_expertise
programs_and_policy,Programs and Policy,strategy_architecture_and_business_relations
crm_policy_program_b,CRM Policy Program B,programs_and_policy
sc_channels_integ_dev_prog-b,SC Channels Integ Dev Prog-B,programs_and_policy
crm_policy_program_d,CRM Policy Program D,programs_and_policy
business_alignment,Business alignment,programs_and_policy
crm_policy_and_program_-_c,CRM Policy and Program - C,programs_and_policy
regions,Regions,strategy_architecture_and_business_relations
business_relations,Business Relations,regions
corp__enabling_services,Corp & Enabling Services,regions
it_business_line_support,IT Business Line support,regions
architecture,Architecture,strategy_architecture_and_business_relations
bdm_architecture,BDM Architecture,architecture
bdm_architecture-a,BDM Architecture-A,bdm_architecture
enterprise_architecture_program,Enterprise Architecture Program,architecture
ea_services,EA Services,enterprise_architecture_program
information_architecture-e,Information Architecture-E,enterprise_architecture_program
information_architecture-i,Information Architecture-I,information_architecture-e
information_architecture,Information Architecture,enterprise_architecture_program
solutions_architecture,Solutions Architecture,architecture
architecture_review-a,Architecture Review-A,solutions_architecture
architecture_review-b,Architecture Review-B,architecture_review-a
business_process_services-a,Business Process Services-A,solutions_architecture
bus_relationship_management,Bus. Relationship Management,solutions_architecture
technology_architecture,Technology Architecture,architecture
innovation,Innovation,technology_architecture
strategy,Strategy,technology_architecture
sabr-service_strategy,SABR-Service Strategy,strategy_architecture_and_business_relations
bus_process_mgmt_ctre_exp,Bus Process Mgmt Ctre Exp,sabr-service_strategy
softwarea,Software/a,strategy_architecture_and_business_relations
sabr-it_tech_research,SABR-IT Tech. Research,strategy_architecture_and_business_relations
enterprise_operations,Enterprise Operations,innovation_information__technology_branch
distributed_computing,Distributed Computing,enterprise_operations
distributed_computing_-_support,Distributed Computing - Support,distributed_computing
asset_inventory_and_onsite_sup,Asset Inventory and Onsite Sup,distributed_computing_-_support
executve_onsite_team_ncr1-b,Executve Onsite Team NCR1-B,asset_inventory_and_onsite_sup
eexcutve_onsite_team_ncr1-d,Eexcutve Onsite Team NCR1-D,distributed_computing_-_support
executve_onsite_team_ncr1-c,Executve Onsite Team NCR1-C,eexcutve_onsite_team_ncr1-d
srvc_integratnprjct_supp-b,Srvc Integratn/Prjct Supp-B,eexcutve_onsite_team_ncr1-d
major_incident_coordination,Major Incident Coordination,distributed_computing_-_support
eastern_onsite_team-b,Eastern Onsite Team-B,major_incident_coordination
ontario_onsite_team-a,Ontario Onsite Team-A,distributed_computing_-_support
eastern_onsite_team-e,Eastern Onsite Team-E,ontario_onsite_team-a
ontario_onsite_team-c,Ontario Onsite Team-C,ontario_onsite_team-a
sip_east,SIP East,ontario_onsite_team-a
western-territ_onsite_team-a,Western-Territ Onsite Team-A,distributed_computing_-_support
innovatn_info_tech_brent_srvs,Innovatn Info Tech Br/Ent Srvs,western-territ_onsite_team-a
western-territ_onsite_team-c,Western-Territ Onsite Team-C,western-territ_onsite_team-a
it_security,IT Security,distributed_computing
identity_credential_acces_mgmt,Identity Credential Acces Mgmt,it_security
it_security_product_management,IT Security Product Management,identity_credential_acces_mgmt
product_management,Product Management,identity_credential_acces_mgmt
it_security_architectur_srvs-a,IT Security Architectur Srvs-A,identity_credential_acces_mgmt
it_security_center_excellence,IT Security Center Excellence,it_security
technicalsecurity_architec-c,Technical/Security Architec-C,it_security_center_excellence
its_engineering_-_mgr,ITS Engineering - Mgr,it_security
its_engineering,ITS Engineering,its_engineering_-_mgr
security_assessmnt__authoriz,Security Assessmnt & Authoriz,its_engineering_-_mgr
technology_architecture_srvc-a,Technology Architecture Srvc-A,it_security
data_loss_prevention,Data Loss Prevention,technology_architecture_srvc-a
technology_architecture_srvc-b,Technology Architecture Srvc-B,technology_architecture_srvc-a
iitb_busn_continuity_planning,IITB Busn Continuity Planning,technology_architecture_srvc-a
director's_office,Director's Office,it_security
security_program_management,Security Program Management,director's_office
srvc_integratnprjct_supp-a,Srvc Integratn/Prjct Supp-A,distributed_computing
service_integration_and_planni,Service integration and planni,srvc_integratnprjct_supp-a
srvc_integratnprjct_supp-d,Srvc Integratn/Prjct Supp-D,srvc_integratnprjct_supp-a
sip_team-e,SIP Team-E,srvc_integratnprjct_supp-a
sip-_project_support_c,SIP- Project support C,distributed_computing
distributed_computing_-_technology_and_optimization,Distributed Computing - Technology and Optimization,distributed_computing
it_services_a,IT Services A,distributed_computing_-_technology_and_optimization
it_accessibility,IT Accessibility,enterprise_operations
strategy_and_compliance,Strategy and Compliance,it_accessibility
compliance_and_assessment,Compliance and Assessment,strategy_and_compliance
e-workspace-c,E-Workspace-C,strategy_and_compliance
accessibility_compliance,Accessibility Compliance,e-workspace-c
web_standards_ace_rms,"Web Standards, ACE, RMS",it_accessibility
awareness_and_governance,Awareness and Governance,web_standards_ace_rms
it_services,IT Services,enterprise_operations
data_and_analytics_services,Data and Analytics Services,it_services
bus_analyticsreportg_srvc-a,Bus Analytics/Reportg Srvc-A,data_and_analytics_services
bus_analyticsreportg_srvc-b,Bus Analytics/Reportg Srvc-B,bus_analyticsreportg_srvc-a
bus_analyticsreportg_srvc-c,Bus Analytics/Reportg Srvc-C,bus_analyticsreportg_srvc-a
bus_analyticsreportg_srvc-d,Bus Analytics/Reportg Srvc-D,bus_analyticsreportg_srvc-a
bus_analyticsreportg_srvc-e,Bus Analytics/Reportg Srvc-E,bus_analyticsreportg_srvc-a
bus_analyticsreportg_svc2-a,Bus Analytics/Reportg Svc2-A,data_and_analytics_services
bus_analyticsreportg_srvc-f,Bus analytics/Reportg Srvc-F,bus_analyticsreportg_svc2-a
bus_analyticsreportg_srvc-g,Bus analytics/Reportg Srvc-G,bus_analyticsreportg_svc2-a
bus_analyticsreportg_svc2-b,Bus Analytics/Reportg Svc2-B,bus_analyticsreportg_svc2-a
data_architecture_services-a,Data Architecture Services-A,data_and_analytics_services
data_architecture_services_-_b,Data Architecture Services - B,data_architecture_services-a
sql_server_db_services_-_a,SQL Server DB Services - A,data_architecture_services-a
sql_server_db_services_-_b,SQL Server DB Services - B,data_architecture_services-a
sql_server_database_services,SQL SERVER DATABASE SERVICES,data_architecture_services-a
database_development_svcs-a,Database Development Svcs-A,data_and_analytics_services
database_development_services,Database Development Services,database_development_svcs-a
etl_srvc-a,ETL Srvc-A,data_and_analytics_services
etl_srvc-e,ETL Srvc-E,etl_srvc-a
tl_tech_support_imit_-_a,TL Tech Support IMIT - A,etl_srvc-a
etl_srvc-c,ETL Srvc-C,etl_srvc-a
prodctn_database_srvcs-a,Prodctn Database Srvcs-A,data_and_analytics_services
prodctn_database_srvcs-b,Prodctn Database Srvcs-B,prodctn_database_srvcs-a
prodctn_database_srvcs-c,Prodctn Database Srvcs-C,prodctn_database_srvcs-a
prodctn_database_srvcs-d,Prodctn Database Srvcs-D,prodctn_database_srvcs-a
prodctn_database_srvcs-e,Prodctn Database Srvcs-E,prodctn_database_srvcs-a
bus_analyticplatform_service,Bus. Analytic/Platform Service,data_and_analytics_services
bus_analytic_prdctsplatform-b,Bus Analytic Prdcts/Platform-B,it_services
bus_analytic_prdctsplatform-c,Bus Analytic Prdcts/Platform-C,it_services
bus_analytic_prdctsplatform-e,Bus Analytic Prdcts/Platform-E,it_services
database_development_svcs-b,Database Development Svcs-B,it_services
database_development_svcs-c,Database Development Svcs-C,it_services
database_development_svcs-e,Database Development Svcs-E,it_services
database_development_svcs-f,Database Development Svcs-F,it_services
database_development_svcs-g,Database Development Svcs-G,it_services
database_development_svcs-i,Database Development Svcs-I,it_services
database_development_svcs-j,Database Development Svcs-J,it_services
strategic_partnership_management,Strategic Partnership Management,it_services
strategic_partnership_manag,Strategic Partnership Manag,strategic_partnership_management
testing_services,Testing Services,it_services
testing_team_1,Testing Team 1,testing_services
testing_team_1a,Testing Team 1A,testing_team_1
testing_team_1b,Testing Team 1B,testing_team_1
testing_team_1c,Testing Team 1C,testing_team_1
testing_team_3,Testing Team 3,testing_services
testing_team_3a,Testing Team 3A,testing_team_3
testing_team_3b,Testing Team 3B,testing_team_3
testing_team_3c,Testing Team 3C,testing_team_3
testing_team_4,Testing Team 4,testing_services
testing_team_4a,Testing Team 4A,testing_team_4
testing_team_4b,Testing Team 4B,testing_team_4
testing_team_9a,Testing Team 9A,testing_team_4
testing_team_9b,Testing Team 9B,testing_team_4
testing_team_4c,Testing Team 4C,testing_team_4
testing_team_5,Testing Team 5,testing_services
testing_team_5a,Testing Team 5A,testing_team_5
testing_team_5b,Testing Team 5B,testing_team_5
testing_team_5c,Testing Team 5C,testing_team_5
testing_team_6,Testing Team 6,testing_services
testing_team_6a,Testing Team 6A,testing_team_6
testing_team_6b,Testing Team 6B,testing_team_6
testing_team_6c,Testing Team 6C,testing_team_6
testing_team_6d,Testing Team 6D,testing_team_6
testing_team_10,Testing Team 10,testing_services
testing_team_10-b,Testing Team 10-B,testing_team_10
testing_team_2,Testing Team 2,testing_services
testing_team_2a,Testing Team 2A,testing_team_2
testing_team_2b,Testing Team 2B,testing_team_2
testing_team_2h,Testing Team 2H,testing_team_2
testing_team_7-a,Testing Team 7-A,it_services
testing_team_7b,Testing Team 7B,it_services
bus_analytic_prdctsplatform-d,Bus Analytic Prdcts/Platform-D,it_services
it_spec_environments_manager,IT Spec. Environments Manager,enterprise_operations
release_mgmnt_services-a,Release Mgmnt Services-A,it_spec_environments_manager
web_standards_ace_rms-1,"Web Standards, ACE, RMS-1",it_spec_environments_manager
web_standards_ace_rms-a,"Web Standards, ACE, RMS-A",it_spec_environments_manager
qa_fit_team_1,QA Fit Team 1,it_spec_environments_manager
qa_fit_team_2,QA Fit Team 2,it_spec_environments_manager
sade-a,SADE-A,enterprise_operations
application_hosting_-_oracle,Application Hosting - Oracle,sade-a
proj_serv__prod_manag,Proj Serv & Prod Manag,sade-a
sade-b,SADE-B,sade-a
specialized_environments,Specialized Environments,enterprise_operations
cloud_support_services,Cloud Support Services,specialized_environments
eo-contractsupplier_mgt,EO-Contract/Supplier Mgt.,enterprise_operations
branch_operations_and_planning,Branch Operations and Planning,innovation_information__technology_branch
business_analysis,Business Analysis,branch_operations_and_planning
it_research,IT Research,branch_operations_and_planning
branch_planning_and_reporting,Branch Planning and Reporting,branch_operations_and_planning
governance-b,Governance-B,branch_planning_and_reporting
governance,Governance,branch_planning_and_reporting
team_leader_policy,Team Leader Policy,branch_planning_and_reporting
change_management__communications,Change Management & Communications,branch_operations_and_planning
business_change_management,Business Change Management,change_management__communications
change_management_im_it,Change Management IM IT,change_management__communications
employee_engagement,Employee Engagement,change_management__communications
vendor_and_info_mgmt_office,Vendor and Info Mgmt Office,change_management__communications
people_management,People Management,branch_operations_and_planning
strategic_recruitment,Strategic Recruitment,people_management
collective_process_support,Collective Process Support,strategic_recruitment
well-being-a,Well-Being-A,people_management
well-being-c,Well-Being-C,well-being-a
well-being-d,Well-Being-D,well-being-a
workforce_management-b,Workforce Management-B,people_management
human_resources_integration,Human Resources Integration,workforce_management-b
learning,Learning,workforce_management-b
recruitment-a,Recruitment-A,branch_operations_and_planning
workforce_management-d,Workforce Management-D,branch_operations_and_planning
resource_management,Resource Management,branch_operations_and_planning
corporate_management-a,Corporate Management-A,resource_management
corporate_management_-_h,Corporate Management - H,corporate_management-a
corporate_management_-_i,Corporate Management - I,corporate_management-a
corporate_management_-_j,Corporate Management - J,corporate_management-a
resource_management-d,Resource Management-D,resource_management
budget_mgt_forecast_services-c,Budget Mgt Forecast Services-C,resource_management-d
budget_mgt_forecast_services-g,Budget Mgt Forecast Services-G,budget_mgt_forecast_services-c
budget_mgt_forecast_services-a,Budget Mgt Forecast Services-A,branch_operations_and_planning
budget_mgt_forecast_services-b,Budget Mgt Forecast Services-B,branch_operations_and_planning
budget_mgt_forecast_services-e,Budget Mgt Forecast Services-E,branch_operations_and_planning
budget_mgt_forecast_services-f,Budget Mgt Forecast Services-F,branch_operations_and_planning
corporate_management-c,Corporate Management-C,branch_operations_and_planning
resource_management-e,Resource Management-E,branch_operations_and_planning
it_research_and_prototypes,IT Research and Prototypes,innovation_information__technology_branch
internal_audit_services_branch,Internal Audit Services Branch,deputy_minister_of_employment_and_social_development
audit_operations,Audit Operations,internal_audit_services_branch
audit_operations_-_b,Audit Operations - B,audit_operations
professional_practices__special_examinations,Professional Practices & Special Examinations,internal_audit_services_branch
prof_practices__special_exams,Prof Practices & Special Exams,professional_practices__special_examinations
planning_and_practice_mgt_-_b,Planning and Practice Mgt - B,prof_practices__special_exams
professional_practices_-_a,Professional Practices - A,professional_practices__special_examinations
special_examinations,Special Examinations,professional_practices__special_examinations
enterprise_risk_management,Enterprise Risk Management,internal_audit_services_branch
liaison__departmental_audit_committee,Liaison & Departmental Audit Committee,internal_audit_services_branch
liaison_and_dac,Liaison and DAC,liaison__departmental_audit_committee
learning_branch,Learning Branch,deputy_minister_of_employment_and_social_development
canada_education_savings_program,Canada Education Savings Program,learning_branch
program_design,Program Design,canada_education_savings_program
mgr-prog_policy_and_innovation,Mgr-Prog Policy and Innovation,program_design
strategic_partnershipoutreach,Strategic Partnership&Outreach,program_design
tl_-_operational_support_-_web,TL - Operational Support - Web,strategic_partnershipoutreach
program_integrity,Program Integrity,canada_education_savings_program
ce-services_soutien_prog,CE-Services soutien prog,program_integrity
mgr_integrityproject_mgmt,"Mgr, Integrity/Project Mgmt",program_integrity
data_analysis_research__eval,Data Analysis Research & Eval,program_integrity
manager_monitoring,Manager Monitoring,program_integrity
manager_compliance,Manager Compliance,program_integrity
advisor_program_integ,Advisor Program Integ,canada_education_savings_program
manager_e-services,Manager E-Services,learning_branch
mgr-ope_policy__legislation,Mgr-Ope Policy & Legislation,learning_branch
mgr-training__oper_support,Mgr-Training & Oper Support,learning_branch
tl_-training_services,TL -Training Services,mgr-training__oper_support
canada_student_loans_program,Canada Student Loans Program,learning_branch
client_services,Client Services,canada_student_loans_program
ops_supportweb_services,Ops Support/Web Services,client_services
ops_support,Ops Support,ops_supportweb_services
business_services,Business Services,client_services
office_of_the_director_general_cslp,Office of the Director General CSLP,canada_student_loans_program
planning_integrity_and_repayment,"Planning, Integrity and Repayment",canada_student_loans_program
repayment_portfolio,Repayment Portfolio,planning_integrity_and_repayment
strat_plan_horiz_initiativesa,Strat Plan &Horiz InitiativesA,planning_integrity_and_repayment
strat_plan_horiz_initiativesc,Strat Plan &Horiz InitiativesC,strat_plan_horiz_initiativesa
policy_and_research,Policy and Research,canada_student_loans_program
data_analytics_and_reporting,"Data, Analytics, and Reporting",policy_and_research
legreg_analys__stakehldr_rel,Leg/Reg Analys & Stakehldr Rel,policy_and_research
program_analysis_and_costing,Program Analysis and Costing,policy_and_research
program_delivery,Program Delivery,canada_student_loans_program
operations_and_systems,Operations and Systems,program_delivery
strategic_impl_and_sp_rel,Strategic Impl and SP Rel,program_delivery
transformation_advisory_serv,Transformation Advisory Serv,program_delivery
fed_prov_ter_transition,Fed Prov Ter Transition,program_delivery
comms__special_projects,Comms & Special Projects,program_delivery
senior_director's_office,Senior Director's Office,canada_student_loans_program
canada_student_loans_program_b,Canada Student Loans Program B,senior_director's_office
direct_financing_operations-a,Direct Financing &Operations-A,canada_student_loans_program_b
reporting__disbursements,Reporting & Disbursements,canada_student_loans_program_b
transition_and_service_modernization,Transition and Service Modernization,canada_student_loans_program
business_transformation_team,Business Transformation Team,transition_and_service_modernization
transitn__service_moderniztnc,Transitn & Service ModerniztnC,transition_and_service_modernization
learning_policy_partnerships_and_services,"Learning Policy, Partnerships and Services",learning_branch
policy_development,Policy Development,learning_policy_partnerships_and_services
policy_and_innovation,Policy and Innovation,policy_development
international_education,International Education,policy_development
results_and_engagement,Results and Engagement,learning_branch
strategic_horizontal_policy,Strategic Horizontal Policy,learning_branch
office_of_the_assistant_deputy_minister_learning,"Office of the Assistant Deputy Minister, Learning",learning_branch
assistant_deputy_minister's_office-executive_services,Assistant Deputy Minister's Office-Executive Services,office_of_the_assistant_deputy_minister_learning
policy_horizons,Policy Horizons,learning_branch
corpor_operatn__admin-b,Corpor Operatn & Admin-B,policy_horizons
corpo_operatn__business_plann,Corpo Operatn & Business Plann,corpor_operatn__admin-b
mino_esdc_-_departm_assistant,MINO ESDC - Departm Assistant,learning_branch
director_general_office_-c,Director General Office -C,learning_branch
corpor_operatn__admin-a,Corpor Operatn & Admin-A,director_general_office_-c
director_general_office-f,Director General Office-F,director_general_office_-c
manager_strategic_pol,Manager Strategic Pol,director_general_office_-c
legal_services_branch,Legal Services Branch,deputy_minister_of_employment_and_social_development
dispute_resolution_office,Dispute Resolution Office,legal_services_branch
legal_services_-_b,Legal Services - B,dispute_resolution_office
manager_business_analytics,"Manager, Business Analytics",dispute_resolution_office
legal_counsel,Legal Counsel,legal_services_branch
legal_services_summary-d,Legal Services Summary-D,legal_counsel
legal_executive_services,Legal Executive Services,legal_services_branch
legal_services_summary,Legal Services Summary,legal_services_branch
legal_services_summary-b,Legal Services Summary-B,legal_services_summary
senior_counsel__group_head_-a,Senior Counsel & Group Head -A,legal_services_branch
senior_counsel__group_head_-b,Senior Counsel & Group Head -B,legal_services_branch
senior_counsel__group_head_-c,Senior Counsel & Group Head -C,legal_services_branch
chief_records__info_mgmt,"Chief, Records & Info Mgmt",senior_counsel__group_head_-c
public_affairs_and_stakeholder_relations_branch,Public Affairs and Stakeholder Relations Branch,deputy_minister_of_employment_and_social_development
branch_management_services,Branch Management Services,public_affairs_and_stakeholder_relations_branch
operations,Operations,branch_management_services
finances,Finances,operations
branch_man_services-finances,Branch Man. Services-Finances,finances
finances-a,Finances-A,branch_man_services-finances
employment_communications_and_operations_directorate,Employment Communications and Operations Directorate,public_affairs_and_stakeholder_relations_branch
digital_channels_media_services_and_events,"Digital Channels, Media Services and Events",employment_communications_and_operations_directorate
dir_media_services__events,Dir Media Services & Events,employment_communications_and_operations_directorate
media_monitoring_and_analysis,Media Monitoring and Analysis,dir_media_services__events
mgr_events,Mgr Events,dir_media_services__events
social_media,Social Media,dir_media_services__events
employment_communications,Employment Communications,employment_communications_and_operations_directorate
mgr_jobs__training_comms-c,Mgr Jobs & Training Comms-C,employment_communications
mgr_mows-a,Mgr MOWS-A,public_affairs_and_stakeholder_relations_branch
mgr_mows-d,Mgr MOWS-D,public_affairs_and_stakeholder_relations_branch
seniors_and_social_development_communications_directorate,Seniors and Social Development Communications Directorate,public_affairs_and_stakeholder_relations_branch
accessibility_communications,Accessibility Communications,seniors_and_social_development_communications_directorate
homelessness_community_psf,"Homelessness, Community PSF",accessibility_communications
labour_communications,Labour Communications,seniors_and_social_development_communications_directorate
internal_communications,Internal Communications,labour_communications
internal,Internal,internal_communications
transformation,Transformation,internal_communications
service_canada_communications,Service Canada Communications,seniors_and_social_development_communications_directorate
mgr_service_canada_comms,Mgr Service Canada Comms,service_canada_communications
seniors_social__dev_comms-d,"Seniors, Social  Dev. Comms-D",service_canada_communications
seniors_social__dev_comms-e,"Seniors, Social  Dev. Comms-E",service_canada_communications
strategic_communications_and_stakeholder_relations_directorate,Strategic Communications and Stakeholder Relations Directorate,public_affairs_and_stakeholder_relations_branch
creative_services,Creative Services,strategic_communications_and_stakeholder_relations_directorate
mgr_creative_services-a,Mgr Creative Services-A,creative_services
mgr_creative_services-b,Mgr Creative Services-B,creative_services
marketing__advertising,Marketing & Advertising,strategic_communications_and_stakeholder_relations_directorate
advertising,Advertising,marketing__advertising
marketing,Marketing,marketing__advertising
research_engagement_and_strategic_integration,"Research, Engagement and Strategic Integration",strategic_communications_and_stakeholder_relations_directorate
public_environment__opinion_research,Public Environment & Opinion Research,research_engagement_and_strategic_integration
admo_support,ADMO Support,public_affairs_and_stakeholder_relations_branch
skills__employment_branch,Skills & Employment Branch,deputy_minister_of_employment_and_social_development
adm's_office,ADM's Office,skills__employment_branch
skills__employment-d,Skills & Employment-D,adm's_office
briefing_corres__corporate_support,Briefing Corres / Corporate Support,adm's_office
apprenticeship__sect_initiatives,Apprenticeship & Sect Initiatives,skills__employment_branch
apprenticeshiprgld_occ_dir,Apprenticeship/Rgld Occ Dir,apprenticeship__sect_initiatives
apprenticeshiprgld_occ_dir-b,Apprenticeship/Rgld Occ Dir-B,apprenticeshiprgld_occ_dir
director_general's_office,Director General's office,apprenticeship__sect_initiatives
employ_pol_ythdisblty_pers-b,Employ Pol Yth/Disblty pers-B,director_general's_office
employ_pol_ythdisblty_pers-c,Employ Pol Yth/Disblty pers-C,director_general's_office
youth_employment_strategy,Youth Employment Strategy,director_general's_office
employ_poli_ythdisblty_pers-d,Employ Poli Yth/Disblty pers-D,director_general's_office
empl_liaison_serv_task_team-a,Empl Liaison Serv Task Team-A,apprenticeship__sect_initiatives
empl_liaison_serv_task_team-b,Empl Liaison Serv Task Team-B,empl_liaison_serv_task_team-a
empl_liaison_serv_task_team-c,Empl Liaison Serv Task Team-C,empl_liaison_serv_task_team-a
empl_liaison_serv_task_team-f,Empl Liaison Serv Task Team-F,empl_liaison_serv_task_team-a
mobility_crdtl_rcgt__integ,Mobility Crdtl Rcgt & Integ,apprenticeship__sect_initiatives
mobility_crdtl_rcgt__integ-b,Mobility Crdtl Rcgt & Integ-B,mobility_crdtl_rcgt__integ
trades_and_apprenticeship,Trades and Apprenticeship,apprenticeship__sect_initiatives
trades_and_apprenticeship-f,Trades and Apprenticeship-F,trades_and_apprenticeship
trades_and_apprenticeship-b,Trades and Apprenticeship-B,trades_and_apprenticeship-f
trades_and_apprenticeship-h,Trades and Apprenticeship-H,trades_and_apprenticeship
trades_and_apprenticeship-i,Trades and Apprenticeship-I,trades_and_apprenticeship
trades_and_apprenticeship-k,Trades and Apprenticeship-K,trades_and_apprenticeship
trans_and_apprenticeship,Trans and Apprenticeship,trades_and_apprenticeship
apprenticeshiprgld_occ_dir-a,Apprenticeship/Rgld Occ Dir-A,trades_and_apprenticeship
employer_liaison_services-special_project,Employer Liaison Services-Special Project,skills__employment_branch
employer_liaison_services-a,Employer Liaison Services-A,employer_liaison_services-special_project
employment_insurance_policy,Employment Insurance Policy,skills__employment_branch
policy_analysis__initiative,Policy Analysis & Initiative,employment_insurance_policy
